,room_type,price,host_acceptance_rate,host_is_superhost,accommodates,bathrooms,review_scores_cleanliness,host_identity_verified,instant_bookable,property_type
25867,3,20.0,100.0,0,8,1.0,5.0,1,1,86
26092,3,21.0,100.0,0,2,1.0,4.8,1,0,85
26129,3,45.0,67.0,0,4,1.0,4.8,1,0,89
26137,3,45.0,67.0,0,12,3.0,4.8,1,0,89
26166,3,46.0,67.0,0,4,1.0,4.8,1,0,89
26260,3,23.0,98.0,0,1,1.0,4.33,1,0,85
26351,3,27.0,0.0,0,1,1.5,4.8,1,0,89
26629,3,25.0,81.0,0,2,1.0,4.8,1,1,85
26653,3,85.0,97.0,0,2,1.0,4.8,1,0,89
27081,3,23.0,97.0,0,8,1.0,4.8,0,0,89
27121,3,151.0,97.0,0,3,2.0,4.8,1,0,89
27180,3,19.0,100.0,0,6,1.0,4.8,1,1,89
27376,3,444.0,97.0,0,1,1.0,4.36,1,1,75
27377,3,444.0,97.0,0,1,1.0,4.13,1,1,86
27386,3,454.0,97.0,0,1,1.0,4.59,1,1,75
27446,3,23.0,100.0,0,6,1.0,5.0,1,1,89
27669,3,21.0,100.0,0,6,1.0,4.8,1,1,89
27728,3,24.0,0.0,0,1,1.0,4.8,1,0,90
27729,3,21.0,0.0,0,1,1.0,4.8,1,0,90
27951,3,29.0,78.0,0,1,3.0,4.55,1,0,85
28022,3,36.0,0.0,0,2,1.0,4.8,1,0,89
28068,3,38.0,0.0,0,1,1.5,4.8,1,0,89
28165,3,26.0,0.0,0,1,1.0,4.8,1,0,90
28263,3,30.0,86.0,0,1,2.0,5.0,1,0,85
28509,3,108.0,99.0,0,2,6.0,4.8,1,1,86
28529,3,75.0,92.0,0,1,1.0,5.0,1,0,89
28597,3,550.0,0.0,0,6,1.0,4.8,1,0,89
28697,3,76.0,100.0,0,1,1.0,4.8,1,0,89
28841,3,95.0,0.0,0,1,1.0,4.8,1,0,85
29167,3,40.0,24.0,0,3,1.5,4.75,1,0,85
29267,3,150.0,97.0,0,1,1.0,4.8,1,0,85
29402,3,28.0,96.0,0,1,5.5,4.8,1,1,85
29534,3,29.0,73.0,0,1,2.5,3.75,1,0,85
29545,3,30.0,73.0,0,1,3.0,5.0,1,0,85
29684,3,103.0,97.0,0,2,1.0,4.8,1,1,85
29728,3,147.0,100.0,0,5,2.0,4.83,1,0,85
29745,3,32.0,97.0,0,1,1.0,4.05,1,1,85
29976,3,79.0,25.0,0,10,1.0,4.8,0,0,89
29994,3,35.0,78.0,0,1,3.0,4.0,1,0,85
29999,3,38.0,29.0,0,1,1.0,4.8,1,0,89
30008,3,240.0,97.0,0,4,2.5,4.8,0,0,85
30027,3,20.0,100.0,0,1,1.0,4.8,1,1,85
30054,3,29.0,78.0,0,1,3.0,5.0,1,0,85
30055,3,29.0,78.0,0,1,3.0,5.0,1,0,85
